Intersection,PX,year,infractions
JARVIS ST. AND KING ST.,3,2007,0
JARVIS ST. AND KING ST.,3,2008,0
JARVIS ST. AND KING ST.,3,2009,83
JARVIS ST. AND KING ST.,3,2010,187
JARVIS ST. AND KING ST.,3,2011,104
JARVIS ST. AND KING ST.,3,2012,94
JARVIS ST. AND KING ST.,3,2013,138
JARVIS ST. AND KING ST.,3,2014,97
JARVIS ST. AND KING ST.,3,2015,122
JARVIS ST. AND KING ST.,3,2016,200
JARVIS ST. AND KING ST.,3,2017,588
JARVIS ST. AND DUNDAS ST.,8,2007,0
JARVIS ST. AND DUNDAS ST.,8,2008,0
JARVIS ST. AND DUNDAS ST.,8,2009,346
JARVIS ST. AND DUNDAS ST.,8,2010,494
JARVIS ST. AND DUNDAS ST.,8,2011,365
JARVIS ST. AND DUNDAS ST.,8,2012,427
JARVIS ST. AND DUNDAS ST.,8,2013,303
JARVIS ST. AND DUNDAS ST.,8,2014,254
JARVIS ST. AND DUNDAS ST.,8,2015,290
JARVIS ST. AND DUNDAS ST.,8,2016,465
JARVIS ST. AND DUNDAS ST.,8,2017,0
JARVIS ST. AND ISABELLA ST.,12,2007,
JARVIS ST. AND ISABELLA ST.,12,2008,
JARVIS ST. AND ISABELLA ST.,12,2009,
JARVIS ST. AND ISABELLA ST.,12,2010,
JARVIS ST. AND ISABELLA ST.,12,2011,
JARVIS ST. AND ISABELLA ST.,12,2012,
JARVIS ST. AND ISABELLA ST.,12,2013,
JARVIS ST. AND ISABELLA ST.,12,2014,
JARVIS ST. AND ISABELLA ST.,12,2015,
JARVIS ST. AND ISABELLA ST.,12,2016,
JARVIS ST. AND ISABELLA ST.,12,2017,83
YONGE ST. AND LAWRENCE AVE.,55,2007,0
YONGE ST. AND LAWRENCE AVE.,55,2008,0
YONGE ST. AND LAWRENCE AVE.,55,2009,188
YONGE ST. AND LAWRENCE AVE.,55,2010,131
YONGE ST. AND LAWRENCE AVE.,55,2011,740
YONGE ST. AND LAWRENCE AVE.,55,2012,963
YONGE ST. AND LAWRENCE AVE.,55,2013,864
YONGE ST. AND LAWRENCE AVE.,55,2014,772
YONGE ST. AND LAWRENCE AVE.,55,2015,402
YONGE ST. AND LAWRENCE AVE.,55,2016,255
YONGE ST. AND LAWRENCE AVE.,55,2017,155
UNIVERSITY AVE. AND WELLINGTON ST.,76,2007,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2008,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2009,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2010,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2011,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2012,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2013,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2014,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2015,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2016,
UNIVERSITY AVE. AND WELLINGTON ST.,76,2017,994
UNIVERSITY AVE. AND ADELAIDE ST.,78,2007,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2008,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2009,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2010,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2011,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2012,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2013,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2014,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2015,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2016,
UNIVERSITY AVE. AND ADELAIDE ST.,78,2017,244
UNIVERSITY AVE. AND RICHMOND ST.,79,2007,
UNIVERSITY AVE. AND RICHMOND ST.,79,2008,
UNIVERSITY AVE. AND RICHMOND ST.,79,2009,
UNIVERSITY AVE. AND RICHMOND ST.,79,2010,
UNIVERSITY AVE. AND RICHMOND ST.,79,2011,
UNIVERSITY AVE. AND RICHMOND ST.,79,2012,
UNIVERSITY AVE. AND RICHMOND ST.,79,2013,
UNIVERSITY AVE. AND RICHMOND ST.,79,2014,
UNIVERSITY AVE. AND RICHMOND ST.,79,2015,
UNIVERSITY AVE. AND RICHMOND ST.,79,2016,
UNIVERSITY AVE. AND RICHMOND ST.,79,2017,1334
UNIVERSITY AVE. AND QUEEN ST.,80,2007,
UNIVERSITY AVE. AND QUEEN ST.,80,2008,
UNIVERSITY AVE. AND QUEEN ST.,80,2009,
UNIVERSITY AVE. AND QUEEN ST.,80,2010,
UNIVERSITY AVE. AND QUEEN ST.,80,2011,
UNIVERSITY AVE. AND QUEEN ST.,80,2012,
UNIVERSITY AVE. AND QUEEN ST.,80,2013,
UNIVERSITY AVE. AND QUEEN ST.,80,2014,
UNIVERSITY AVE. AND QUEEN ST.,80,2015,
UNIVERSITY AVE. AND QUEEN ST.,80,2016,
UNIVERSITY AVE. AND QUEEN ST.,80,2017,740
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2007,0
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2008,0
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2009,93
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2010,221
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2011,156
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2012,109
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2013,121
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2014,143
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2015,149
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2016,24
EGLINTON AVE. AND MOUNT PLEASANT RD.,92,2017,0
EGLINTON AVE. AND SPADINA RD.,99,2007,0
EGLINTON AVE. AND SPADINA RD.,99,2008,0
EGLINTON AVE. AND SPADINA RD.,99,2009,0
EGLINTON AVE. AND SPADINA RD.,99,2010,752
EGLINTON AVE. AND SPADINA RD.,99,2011,813
EGLINTON AVE. AND SPADINA RD.,99,2012,954
EGLINTON AVE. AND SPADINA RD.,99,2013,774
EGLINTON AVE. AND SPADINA RD.,99,2014,683
EGLINTON AVE. AND SPADINA RD.,99,2015,683
EGLINTON AVE. AND SPADINA RD.,99,2016,713
EGLINTON AVE. AND SPADINA RD.,99,2017,975
AVENUE RD. AND LAWRENCE AVE.,119,2007,
AVENUE RD. AND LAWRENCE AVE.,119,2008,
AVENUE RD. AND LAWRENCE AVE.,119,2009,
AVENUE RD. AND LAWRENCE AVE.,119,2010,
AVENUE RD. AND LAWRENCE AVE.,119,2011,
AVENUE RD. AND LAWRENCE AVE.,119,2012,
AVENUE RD. AND LAWRENCE AVE.,119,2013,
AVENUE RD. AND LAWRENCE AVE.,119,2014,
AVENUE RD. AND LAWRENCE AVE.,119,2015,
AVENUE RD. AND LAWRENCE AVE.,119,2016,
AVENUE RD. AND LAWRENCE AVE.,119,2017,151
YONGE ST. AND STEELES AVE.,131,2007,
YONGE ST. AND STEELES AVE.,131,2008,
YONGE ST. AND STEELES AVE.,131,2009,
YONGE ST. AND STEELES AVE.,131,2010,
YONGE ST. AND STEELES AVE.,131,2011,
YONGE ST. AND STEELES AVE.,131,2012,
YONGE ST. AND STEELES AVE.,131,2013,
YONGE ST. AND STEELES AVE.,131,2014,
YONGE ST. AND STEELES AVE.,131,2015,
YONGE ST. AND STEELES AVE.,131,2016,
YONGE ST. AND STEELES AVE.,131,2017,128
LAKE SHORE BLVD. AND YORK ST.,205,2007,42
LAKE SHORE BLVD. AND YORK ST.,205,2008,635
LAKE SHORE BLVD. AND YORK ST.,205,2009,165
LAKE SHORE BLVD. AND YORK ST.,205,2010,238
LAKE SHORE BLVD. AND YORK ST.,205,2011,394
LAKE SHORE BLVD. AND YORK ST.,205,2012,592
LAKE SHORE BLVD. AND YORK ST.,205,2013,249
LAKE SHORE BLVD. AND YORK ST.,205,2014,310
LAKE SHORE BLVD. AND YORK ST.,205,2015,410
LAKE SHORE BLVD. AND YORK ST.,205,2016,271
LAKE SHORE BLVD. AND YORK ST.,205,2017,45
LAKE SHORE BLVD. AND LESLIE ST.,206,2007,0
LAKE SHORE BLVD. AND LESLIE ST.,206,2008,1
LAKE SHORE BLVD. AND LESLIE ST.,206,2009,252
LAKE SHORE BLVD. AND LESLIE ST.,206,2010,722
LAKE SHORE BLVD. AND LESLIE ST.,206,2011,512
LAKE SHORE BLVD. AND LESLIE ST.,206,2012,612
LAKE SHORE BLVD. AND LESLIE ST.,206,2013,334
LAKE SHORE BLVD. AND LESLIE ST.,206,2014,3
LAKE SHORE BLVD. AND LESLIE ST.,206,2015,16
LAKE SHORE BLVD. AND LESLIE ST.,206,2016,386
LAKE SHORE BLVD. AND LESLIE ST.,206,2017,191
LAKE SHORE BLVD. AND CARLAW AVE.,207,2007,0
LAKE SHORE BLVD. AND CARLAW AVE.,207,2008,0
LAKE SHORE BLVD. AND CARLAW AVE.,207,2009,214
LAKE SHORE BLVD. AND CARLAW AVE.,207,2010,1173
LAKE SHORE BLVD. AND CARLAW AVE.,207,2011,546
LAKE SHORE BLVD. AND CARLAW AVE.,207,2012,1097
LAKE SHORE BLVD. AND CARLAW AVE.,207,2013,768
LAKE SHORE BLVD. AND CARLAW AVE.,207,2014,623
LAKE SHORE BLVD. AND CARLAW AVE.,207,2015,583
LAKE SHORE BLVD. AND CARLAW AVE.,207,2016,732
LAKE SHORE BLVD. AND CARLAW AVE.,207,2017,566
ADELAIDE ST. AND PARLIAMENT ST.,214,2007,
ADELAIDE ST. AND PARLIAMENT ST.,214,2008,
ADELAIDE ST. AND PARLIAMENT ST.,214,2009,
ADELAIDE ST. AND PARLIAMENT ST.,214,2010,
ADELAIDE ST. AND PARLIAMENT ST.,214,2011,
ADELAIDE ST. AND PARLIAMENT ST.,214,2012,
ADELAIDE ST. AND PARLIAMENT ST.,214,2013,
ADELAIDE ST. AND PARLIAMENT ST.,214,2014,
ADELAIDE ST. AND PARLIAMENT ST.,214,2015,
ADELAIDE ST. AND PARLIAMENT ST.,214,2016,
ADELAIDE ST. AND PARLIAMENT ST.,214,2017,718
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2007,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2008,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2009,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2010,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2011,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2012,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2013,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2014,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2015,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2016,
LAKE SHORE BLVD. AND SPADINA AVE. / LOWER SPADINA AVE.,215,2017,439
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2007,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2008,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2009,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2010,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2011,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2012,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2013,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2014,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2015,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2016,
LAKE SHORE BLVD. AND STRACHAN AVE.,222,2017,104
RICHMOND ST. AND PARLIAMENT ST,223,2007,46
RICHMOND ST. AND PARLIAMENT ST,223,2008,1208
RICHMOND ST. AND PARLIAMENT ST,223,2009,909
RICHMOND ST. AND PARLIAMENT ST,223,2010,998
RICHMOND ST. AND PARLIAMENT ST,223,2011,827
RICHMOND ST. AND PARLIAMENT ST,223,2012,1100
RICHMOND ST. AND PARLIAMENT ST,223,2013,812
RICHMOND ST. AND PARLIAMENT ST,223,2014,721
RICHMOND ST. AND PARLIAMENT ST,223,2015,809
RICHMOND ST. AND PARLIAMENT ST,223,2016,829
RICHMOND ST. AND PARLIAMENT ST,223,2017,3994
LAKE SHORE BLVD. AND JAMESON AVE.,224,2007,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2008,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2009,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2010,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2011,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2012,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2013,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2014,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2015,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2016,
LAKE SHORE BLVD. AND JAMESON AVE.,224,2017,2139
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2007,0
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2008,579
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2009,389
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2010,1040
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2011,955
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2012,1220
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2013,1366
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2014,770
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2015,896
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2016,1288
LAKE SHORE BLVD. AND WINDERMERE AVE.,229,2017,1344
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2007,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2008,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2009,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2010,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2011,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2012,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2013,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2014,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2015,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2016,
LAKE SHORE BLVD. AND PARK LAWN RD. / MARINE PARADE DR.,230,2017,71
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2007,0
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2008,0
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2009,625
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2010,869
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2011,480
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2012,885
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2013,668
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2014,268
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2015,1015
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2016,709
LAKE SHORE BLVD. AND THIRTY SEVENTH ST.,241,2017,655
KING ST. AND PARLIAMENT ST.,245,2007,
KING ST. AND PARLIAMENT ST.,245,2008,
KING ST. AND PARLIAMENT ST.,245,2009,
KING ST. AND PARLIAMENT ST.,245,2010,
KING ST. AND PARLIAMENT ST.,245,2011,
KING ST. AND PARLIAMENT ST.,245,2012,
KING ST. AND PARLIAMENT ST.,245,2013,
KING ST. AND PARLIAMENT ST.,245,2014,
KING ST. AND PARLIAMENT ST.,245,2015,
KING ST. AND PARLIAMENT ST.,245,2016,
KING ST. AND PARLIAMENT ST.,245,2017,83
SIMCOE ST. AND WELLINGTON ST.,264,2007,
SIMCOE ST. AND WELLINGTON ST.,264,2008,
SIMCOE ST. AND WELLINGTON ST.,264,2009,
SIMCOE ST. AND WELLINGTON ST.,264,2010,
SIMCOE ST. AND WELLINGTON ST.,264,2011,
SIMCOE ST. AND WELLINGTON ST.,264,2012,
SIMCOE ST. AND WELLINGTON ST.,264,2013,
SIMCOE ST. AND WELLINGTON ST.,264,2014,
SIMCOE ST. AND WELLINGTON ST.,264,2015,
SIMCOE ST. AND WELLINGTON ST.,264,2016,
SIMCOE ST. AND WELLINGTON ST.,264,2017,15
SPADINA AVE. AND KING ST.,273,2007,
SPADINA AVE. AND KING ST.,273,2008,
SPADINA AVE. AND KING ST.,273,2009,
SPADINA AVE. AND KING ST.,273,2010,
SPADINA AVE. AND KING ST.,273,2011,
SPADINA AVE. AND KING ST.,273,2012,
SPADINA AVE. AND KING ST.,273,2013,
SPADINA AVE. AND KING ST.,273,2014,
SPADINA AVE. AND KING ST.,273,2015,
SPADINA AVE. AND KING ST.,273,2016,
SPADINA AVE. AND KING ST.,273,2017,363
SPADINA AVE. AND ADELAIDE ST.,274,2007,0
SPADINA AVE. AND ADELAIDE ST.,274,2008,0
SPADINA AVE. AND ADELAIDE ST.,274,2009,0
SPADINA AVE. AND ADELAIDE ST.,274,2010,38
SPADINA AVE. AND ADELAIDE ST.,274,2011,63
SPADINA AVE. AND ADELAIDE ST.,274,2012,5
SPADINA AVE. AND ADELAIDE ST.,274,2013,110
SPADINA AVE. AND ADELAIDE ST.,274,2014,134
SPADINA AVE. AND ADELAIDE ST.,274,2015,175
SPADINA AVE. AND ADELAIDE ST.,274,2016,206
SPADINA AVE. AND ADELAIDE ST.,274,2017,71
DUNDAS ST. AND RIVER ST.,293,2007,
DUNDAS ST. AND RIVER ST.,293,2008,
DUNDAS ST. AND RIVER ST.,293,2009,
DUNDAS ST. AND RIVER ST.,293,2010,
DUNDAS ST. AND RIVER ST.,293,2011,
DUNDAS ST. AND RIVER ST.,293,2012,
DUNDAS ST. AND RIVER ST.,293,2013,
DUNDAS ST. AND RIVER ST.,293,2014,
DUNDAS ST. AND RIVER ST.,293,2015,
DUNDAS ST. AND RIVER ST.,293,2016,
DUNDAS ST. AND RIVER ST.,293,2017,174
COLLEGE ST. AND BATHURST ST.,300,2007,0
COLLEGE ST. AND BATHURST ST.,300,2008,22
COLLEGE ST. AND BATHURST ST.,300,2009,109
COLLEGE ST. AND BATHURST ST.,300,2010,117
COLLEGE ST. AND BATHURST ST.,300,2011,43
COLLEGE ST. AND BATHURST ST.,300,2012,127
COLLEGE ST. AND BATHURST ST.,300,2013,71
COLLEGE ST. AND BATHURST ST.,300,2014,15
COLLEGE ST. AND BATHURST ST.,300,2015,108
COLLEGE ST. AND BATHURST ST.,300,2016,142
COLLEGE ST. AND BATHURST ST.,300,2017,34
EASTERN AVE. AND COXWELL AVE.,301,2007,0
EASTERN AVE. AND COXWELL AVE.,301,2008,0
EASTERN AVE. AND COXWELL AVE.,301,2009,47
EASTERN AVE. AND COXWELL AVE.,301,2010,181
EASTERN AVE. AND COXWELL AVE.,301,2011,129
EASTERN AVE. AND COXWELL AVE.,301,2012,164
EASTERN AVE. AND COXWELL AVE.,301,2013,178
EASTERN AVE. AND COXWELL AVE.,301,2014,189
EASTERN AVE. AND COXWELL AVE.,301,2015,138
EASTERN AVE. AND COXWELL AVE.,301,2016,151
EASTERN AVE. AND COXWELL AVE.,301,2017,86
BLOOR ST. AND OSSINGTON AVE.,341,2007,0
BLOOR ST. AND OSSINGTON AVE.,341,2008,0
BLOOR ST. AND OSSINGTON AVE.,341,2009,0
BLOOR ST. AND OSSINGTON AVE.,341,2010,0
BLOOR ST. AND OSSINGTON AVE.,341,2011,21
BLOOR ST. AND OSSINGTON AVE.,341,2012,141
BLOOR ST. AND OSSINGTON AVE.,341,2013,107
BLOOR ST. AND OSSINGTON AVE.,341,2014,46
BLOOR ST. AND OSSINGTON AVE.,341,2015,275
BLOOR ST. AND OSSINGTON AVE.,341,2016,257
BLOOR ST. AND OSSINGTON AVE.,341,2017,88
DANFORTH AVE. AND GREENWOOD AVE.,348,2007,0
DANFORTH AVE. AND GREENWOOD AVE.,348,2008,0
DANFORTH AVE. AND GREENWOOD AVE.,348,2009,0
DANFORTH AVE. AND GREENWOOD AVE.,348,2010,557
DANFORTH AVE. AND GREENWOOD AVE.,348,2011,205
DANFORTH AVE. AND GREENWOOD AVE.,348,2012,299
DANFORTH AVE. AND GREENWOOD AVE.,348,2013,468
DANFORTH AVE. AND GREENWOOD AVE.,348,2014,631
DANFORTH AVE. AND GREENWOOD AVE.,348,2015,544
DANFORTH AVE. AND GREENWOOD AVE.,348,2016,613
DANFORTH AVE. AND GREENWOOD AVE.,348,2017,3586
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2007,0
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2008,309
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2009,220
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2010,328
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2011,269
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2012,286
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2013,287
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2014,125
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2015,200
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2016,332
DANFORTH AVE. AND BIRCHMOUNT RD.,359,2017,145
DANFORTH RD. AND BRIMLEY RD.,378,2007,
DANFORTH RD. AND BRIMLEY RD.,378,2008,
DANFORTH RD. AND BRIMLEY RD.,378,2009,
DANFORTH RD. AND BRIMLEY RD.,378,2010,
DANFORTH RD. AND BRIMLEY RD.,378,2011,
DANFORTH RD. AND BRIMLEY RD.,378,2012,
DANFORTH RD. AND BRIMLEY RD.,378,2013,
DANFORTH RD. AND BRIMLEY RD.,378,2014,
DANFORTH RD. AND BRIMLEY RD.,378,2015,
DANFORTH RD. AND BRIMLEY RD.,378,2016,
DANFORTH RD. AND BRIMLEY RD.,378,2017,1668
EGLINTON AVE. AND DANFORTH RD.,379,2007,
EGLINTON AVE. AND DANFORTH RD.,379,2008,
EGLINTON AVE. AND DANFORTH RD.,379,2009,
EGLINTON AVE. AND DANFORTH RD.,379,2010,
EGLINTON AVE. AND DANFORTH RD.,379,2011,
EGLINTON AVE. AND DANFORTH RD.,379,2012,
EGLINTON AVE. AND DANFORTH RD.,379,2013,
EGLINTON AVE. AND DANFORTH RD.,379,2014,
EGLINTON AVE. AND DANFORTH RD.,379,2015,
EGLINTON AVE. AND DANFORTH RD.,379,2016,
EGLINTON AVE. AND DANFORTH RD.,379,2017,2222
BATHURST ST. AND DAVENPORT RD.,384,2007,0
BATHURST ST. AND DAVENPORT RD.,384,2008,0
BATHURST ST. AND DAVENPORT RD.,384,2009,22
BATHURST ST. AND DAVENPORT RD.,384,2010,0
BATHURST ST. AND DAVENPORT RD.,384,2011,47
BATHURST ST. AND DAVENPORT RD.,384,2012,0
BATHURST ST. AND DAVENPORT RD.,384,2013,0
BATHURST ST. AND DAVENPORT RD.,384,2014,286
BATHURST ST. AND DAVENPORT RD.,384,2015,589
BATHURST ST. AND DAVENPORT RD.,384,2016,2662
BATHURST ST. AND DAVENPORT RD.,384,2017,2430
KEELE ST. AND ROGERS RD.,394,2007,0
KEELE ST. AND ROGERS RD.,394,2008,0
KEELE ST. AND ROGERS RD.,394,2009,102
KEELE ST. AND ROGERS RD.,394,2010,262
KEELE ST. AND ROGERS RD.,394,2011,153
KEELE ST. AND ROGERS RD.,394,2012,203
KEELE ST. AND ROGERS RD.,394,2013,151
KEELE ST. AND ROGERS RD.,394,2014,213
KEELE ST. AND ROGERS RD.,394,2015,212
KEELE ST. AND ROGERS RD.,394,2016,242
KEELE ST. AND ROGERS RD.,394,2017,87
LESLIE ST. AND LAWRENCE AVE.,400,2007,0
LESLIE ST. AND LAWRENCE AVE.,400,2008,139
LESLIE ST. AND LAWRENCE AVE.,400,2009,132
LESLIE ST. AND LAWRENCE AVE.,400,2010,225
LESLIE ST. AND LAWRENCE AVE.,400,2011,165
LESLIE ST. AND LAWRENCE AVE.,400,2012,227
LESLIE ST. AND LAWRENCE AVE.,400,2013,176
LESLIE ST. AND LAWRENCE AVE.,400,2014,121
LESLIE ST. AND LAWRENCE AVE.,400,2015,95
LESLIE ST. AND LAWRENCE AVE.,400,2016,126
LESLIE ST. AND LAWRENCE AVE.,400,2017,18
LAWRENCE AVE. AND DON MILLS RD.,402,2007,0
LAWRENCE AVE. AND DON MILLS RD.,402,2008,0
LAWRENCE AVE. AND DON MILLS RD.,402,2009,30
LAWRENCE AVE. AND DON MILLS RD.,402,2010,86
LAWRENCE AVE. AND DON MILLS RD.,402,2011,68
LAWRENCE AVE. AND DON MILLS RD.,402,2012,63
LAWRENCE AVE. AND DON MILLS RD.,402,2013,90
LAWRENCE AVE. AND DON MILLS RD.,402,2014,85
LAWRENCE AVE. AND DON MILLS RD.,402,2015,86
LAWRENCE AVE. AND DON MILLS RD.,402,2016,112
LAWRENCE AVE. AND DON MILLS RD.,402,2017,11
LAWRENCE AVE. AND KENNEDY RD.,412,2007,
LAWRENCE AVE. AND KENNEDY RD.,412,2008,
LAWRENCE AVE. AND KENNEDY RD.,412,2009,
LAWRENCE AVE. AND KENNEDY RD.,412,2010,
LAWRENCE AVE. AND KENNEDY RD.,412,2011,
LAWRENCE AVE. AND KENNEDY RD.,412,2012,
LAWRENCE AVE. AND KENNEDY RD.,412,2013,
LAWRENCE AVE. AND KENNEDY RD.,412,2014,
LAWRENCE AVE. AND KENNEDY RD.,412,2015,
LAWRENCE AVE. AND KENNEDY RD.,412,2016,
LAWRENCE AVE. AND KENNEDY RD.,412,2017,100
LAWRENCE AVE. AND BELLAMY RD.,416,2007,0
LAWRENCE AVE. AND BELLAMY RD.,416,2008,1
LAWRENCE AVE. AND BELLAMY RD.,416,2009,123
LAWRENCE AVE. AND BELLAMY RD.,416,2010,291
LAWRENCE AVE. AND BELLAMY RD.,416,2011,228
LAWRENCE AVE. AND BELLAMY RD.,416,2012,302
LAWRENCE AVE. AND BELLAMY RD.,416,2013,196
LAWRENCE AVE. AND BELLAMY RD.,416,2014,48
LAWRENCE AVE. AND BELLAMY RD.,416,2015,494
LAWRENCE AVE. AND BELLAMY RD.,416,2016,502
LAWRENCE AVE. AND BELLAMY RD.,416,2017,283
DANFORTH RD. AND BIRCHMOUNT RD.,417,2007,0
DANFORTH RD. AND BIRCHMOUNT RD.,417,2008,0
DANFORTH RD. AND BIRCHMOUNT RD.,417,2009,7
DANFORTH RD. AND BIRCHMOUNT RD.,417,2010,71
DANFORTH RD. AND BIRCHMOUNT RD.,417,2011,58
DANFORTH RD. AND BIRCHMOUNT RD.,417,2012,70
